NewsText,Theme,Source
4186," Yana fito wa daga mosque bayan an idar da sllh ya tsaya da wani frnd dinsa da ke nan layin suna gaisawa, har sai da ya ga shigar Abba gida, snn yace ""Abdul d'an ara min motar ka pls xan dan fita in dawo yanxu"" Abdul yace ""Toh mu shiga in baka key"" junaid ya bisa suka shiga compound dinsu ya tsaya daga balcony har ya kawo masa makullin sannan ya nufi parking lot ya dau motar ya fita",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4187, Atm machine ya fara tsayawa ya cire kudi ya siya fruits nan wajajen sannan ya koma mota ya dau hanyar gidan El-Ameen,News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4188," A waje yayi parking bayan sun gaisa da mai gadin ya shiga gidan, Mama jummai na kwance Palo kasan tiles ta shimfida xani da 'yar radionta a hannu tana saurare, ta mike xaune ganinsa tace ""Sannu da xuwa Ahmad"" xaunawa yayi yace ""Yauwa mama ina yini?"" Tace ""Lfya lau, ya gidan?"" Yace ""Alhmdllh Mama, El-Ameen ya xo kuwa?"" Tace ""Ehh bae dade da fita ba, kuma yace min xai dawo"" yace ""Ohk, bacci take ne?"" Mama jummai tace ""Anya! Ina jin kamar idonta biyu"" Junaid ya ajiye mata ledan fruits guda daya yace ""Ga kayan marmari mama"" godiya ta dinga masa ya mike ya nufi stairs ya haura sama",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4189," A hankali ya tura kofar dakin ya tsaya daga bakin kofar yana kallon cikin dakin, rakube ya ganta gefen gado ta sunkuyar da kanta, a hankali ya karaso cikin dakin yana kallonta har ya iso gabanta ya durkusa, sai a sannan ta dago kai tana kallonsa da dara daran fararen idonta, komawa baya yayi da sauri don ba kadan idanuwan nata suka bashi tsoro ba, ta wani kafe sa da ido ko kiftawa bata yi, sauke kansa yayi kasa ya bude ledan gabansa ya mike ya dawo kusa da ita ya duka a hankali ya dauki Apple daya ya mika mata, kallon Apple din take kamar me son gano abu a jiki, ya kai bakinsa ya gutsura a hankali ya fara ci yana kallonta, har sai da ya cinye sannan ya kai mata bakinta, kauda kai tayi da sauri, ya dawo gefenta ya kuma kai mata baki yace ""Apple! taste ki ji"" rike kanta yayi ya kai mata baki ta d'an bude bakin kadan ta gutsura, yana kallon yanda take kokarin hadiye Apple din ba tare da ta tauna ba yace ""Wait, Wait!"" Da sauri ya kuma gutsuran Apple din ya shiga taunawa yana kallonta ita ma haka, yanda ta ga yana yi haka ita ma ta shiga yi tana taunar Apple din a hankali, yayi murmushin sa me kyau yace ""Good!"" Tana hadiye wa ya kai mata baki kuma ta gutsura, karban Apple din tayi a hannunsa ta shiga ci da kanta, ya dawo gabanta ya durkusa yana kallonta, matsowa kusa da ledan ta shiga yi tana kallon ciki, ya dauki ayaba daya ya bare ya gutsura sannan ya kai mata sauran baki ta bude a hankali ya sa mata, taunawa ta shiga yi tana yatsine fuska, murmushi kawai yake yana kallonta, can ta dauki peel din bananan xata kai baki, ya karbe da sauri yace ""No!"" Tsuke baki tayi tana kallonsa, dariya yayi ya dauki wani Ayaban ya bude ya mika mata gaba daya, ta ajiye Apple din hannunta ta karba, cikin lkci kankani ta cinye ayabar, ya kuma bare mata wani shi ma ta cinye, haka ya dinga yi mata har ta ki karba kuma, ta dauki Apple din da ta ajiye tana kallo, karba yayi ya kai mata baki, ta dafe hannunsa da duk nata biyu ta gutsura a hankali tana taunawa, kallon hannunta kawae yake don duk haskensa ta fi sa nesa ba kusa ba, tana rike da hannunsa haka ta dinga cin Apple din, dai dai nan El-Ameen ya shigo dakin, xaro ido yayi ya rungume hannu yace ""Tabdi! Me kke yi haka captain, she will bite the hell out of yhu wllh!"" A hankali Junaid ya xame hannunsa daga nata, ta daga ido tana kallonsa, ya kamo hannunta ya danka mata Apple din sannan ya mike yana kallon El-Ameen, El-Ameen ya tabe baki yace ""Ina raba ka da shisshige ma mahaukaciyar nan baka ji koh? Randa xata nuna maka halinta na hauka I won't be around fah"" Junaid bai tanka sa ba, El-Ameen yayi kwafa ya ajiye ledan drugs din hannunsa da fresh yoghurts ya dawo gabanta yace ""Ashe kin iya cin fruits"" bata kallesa ba sae cin Apple dinta da take, ya d'an yi murmushi ya nufi inda alluranta suke don hada wanda xae mata, Junaid ya juya ya nufi kofa, mikewa tayi da sauri ganin haka, sae kuma ta bi bayansa, dai dai stairs yaji kamar ana binsa, ya juya ya ganta tana tahowa, kallonta ya tsaya yi, har ta karaso gabansa ta kama hannunsa ta saka masa Apple din, sannan ta daura nata hannun kan nasa ta kai bakinta ta fara cin Apple din, murmushi kawae yake yana kallonta, El- Ameen ya fito daga dakin ya rungume hannunsa yana kallonsu yace ""Uhunm! It seems she's getting use to yhu yanxu, kaga kawae sae ka tattaro ina ka ina ka ka dawo nan ka tsaya da ita sai ka cike Ladan ka"" yana magana ne yana murmushi, Junaid ya xame hannunsa daga nata ya damka mata Apple din ya juya ya fara sauka stairs din, bin sa tayi da sauri, El-Ameen ya daka mata tsawa, a tsorace ta juya tana kallonsa, ya karaso inda take ya kama hannunta suka koma daki, xaunar da ita yayi gefen gado, ya bude yoghurt din da ya shigo da ya xauna gefenta ya kai mata baki, ta kauda kai da sauri, wani kallo yayi mata yace ""I will slap yhu"" kamar ta ji me yace bata sake yunkurin dauke kai ba, ya dafa kanta ya kai mata yoghurt din bakinta, a hankali ta dinga sha tana kallonsa, tari ta fara yi ya cire yoghurt din da sauri daga bakinta a hankali yace ""Sorry,"" ya dafa kanta ya kuma kai mata baki, ta dauke kai da sauri tana kokarin karban roban, sake mata yayi ta kallesa sannan ta fara tuttular da shi nan kasan dakin, fixge wa yayi da sauri yace ""Ance maki idan aka koshi xubar da abinci ake?"" Kallonsa kawae take ko kiftawa bata yi, ya ja dogon hancinta yace ""Da wani idanuwanta a wajen"" jan hancin ita ma tayi yanda ta ga yayi, yayi murmushi yana kallonta, yoghurt din hannunsa ya rufe ya ajiye sannan ya mike ya nufi inda drugs dinta suke, diluting yayi mata a cup ya dawo gefenta ya xauna, matsawa ta fara yi daga kusa da shi, ya jawo ta ta fasa ihu, d'an buge mata baki yayi tayi tsit tana kallonsa, ya kai mata maganin baki taki budewa, sae da yayi mata tsawa sannan ta bude da sauri har jikinta na rawa, ya xuba mata maganin gaba daya, sai da ya tabbatar ta shanye snn ya mike yana kallonta, banda yatsine fuska bbu abinda take, yayi murmushi ya juya ya fita daga dakin, downstairs ya sauka ya samu Mama Jummai kadae palon, yace ""Junaid fa Mama?"" Tace ""Ya fita ae"" yace ""Ohk, ki taso toh ki rakata baya tayi fitsari yanxu xata yi bacci tunda na bata magani"" mikewa tayi tace ""Toh, ae tana da tsafta yarinyar duk me xata yi naga tana shiga bayi"" yayi murmushi yace ""Kin dai yrda bata komai yanxu koh"" yar dariya tayi tace ""Ehh na yrda, don daxu ina xaune ta sauko, duk na tsorata ba kadan ba, ae ko in gaya maka sai gani nayi ta xauna gefe na ta mimmike kafa yanda taga nayi"" dariya El- Ameen yayi yace ""Ae wayo gareta, idan Allah ya yrda sama mata lfya baxae wani dau lkci sosai ba, kila daga nan xuwa wata hudu ko shidda in'sha Allah"" Mama jummai tace ""Toh Allah ya yrda, Allah ya ba Baiwar nan tasa lfya, gashi 'yar yarinya da ita"" yayi murmushi yace ""Kina ga xata yi shekara nawa"" Mama jummai tace ""Kai baxata wuce sha shidda ba wllh, in ma ta kai kenan"" yana murmushi yace ""Ko kuma sha bakwai ba"" Mama jummai tace ""Allah sarki, amma dai ku dinga hada mata da Addu'a kunsan duniya bbu gaskiya, kar ayi ta na turawa nan kuma kila asiri ne"" ya d'an yi shiru kafin yace ""Anya kuwa, bana tunanin jifa ne, don da jifa ne ba lallai ta xama nutsatssiya haka ba, nd jiya naga tana ta observing wnn tumatir din cikin dankalin da na siyo kuma ta sha sosai"" Mama Jummai tace ""Toh Allah dai ya bata lfya amma dai ayi addu'ar ma"" yace ""Ameen, xa a hada mama"" Sama mama Jummai ta nufa shi kuma ya xauna palon, bata mata wani gardama ba ta kai ta bayin",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4190," Ko da Mama Jummai ta sauko mikewa El-Ameen yayi ya koma sama, kwance ya sameta idonta lumshe alamar xata yi bacci, ya gyara mata kwanciya ta bude ido da sauri tana kallonsa, ya rufa ta da bargo, ya dawo dai dai fuskarta yace ""Gudnyt"" lumshe ido kawae tayi ya juya ya fita daga dakin ya rufo mata kofa, yayi ma Mama Jummai sae da safe ya fice daga palon, xaune ya ga Junaid a balcony, ya d'an bude ido da mamaki yace ""Thought ka tafi ai"" Junaid ya mike yace ""Sure! Yanxu xan tafi"" daga haka ya sauka balconyn yayi hanyar gate, El-Ameen ya bi sa da kallo sannan ya tabe baki ya bi bayansa, kusan a tare suka fita compound din, El-Ameen ya kalli motar da Junaid ya nufa yace ""Whose car is that?"" Ba tare da Junaid ya kallesa ba yace ""Abdul"" daga haka ya bude motar ya shiga, El-Ameen ya karasa gun motar yace ""Yhu are acting strange this dayz Captain, let it not be kai ma ka fara samun brain disorder'n ne fa, aikin sai yayi min yawa"" El-Ameen ya kare maganar yana murmushi, junaid ma yayi murmushi yace ""Sure!"" Daga haka ya ja motar ya bar sa nan tsaye, El- Ameen ya bi motar da kallo yana murmushi yace ""It's Alwayz: 'Yea! Sure! D'an rainin hankali, tasa motar shi ma ya nufa ya bude ya shiga ya bar anguwar yana tunanin yanda xai yi squeezing time dinsa gobe da safe ya xo ayi diagnosing dinta",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4191,      ? *Captain_Ahmad Junaid*?    _By Khaleesat Haiydar_???    14,News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4192,"    Junaid na isa layinsu ya kira Abdul don ya fito ya karbi motar sa, Abdul ya fito yayi instructing mai gadinsu ya bude gate, yana budewa Junaid ya shiga yayi masa parking a parking lot din gidan sannan ya fito ya mika masa makullinsa yace ""Thanks Abdul, sae da safe",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4193,""" Masallaci ya fara shiga yayi Isha sannan ya shiga gida, sai da ya tabbatar Mumy baxata hangosa ba idan ya xo wucewa ta side dinta sannan ya wuce da sauri",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4194," Humainah ce tsaye bakin tap tana diban ruwa, ta bi sa da kallo tace ""Daga ina kake ya Ahmad"" ba tare da ya kalli inda take ba yace ""Inda kika aike ni"" dariya tayi tace ""Mumy fa na ta neman ka"" dawowa yayi da sauri wajenta yace ""Kice Wllh, tun yaushe?"" ta kyalkyale da dariya tace ""Tsaya nan, tun daxu ake neman ka"" ya hade rai yace ""Ke wa ya gaya maki?"" Ta d'an yatsine fuska tace ""Tare mukayi ta neman ka ae har da Hajja, da Abba, an ma kira layin ka bae xuwa wai switch off"" shiru yayi ya ma rasa tambayar da xae kuma yi mata, ta tabe baki ta kashe tap don bucket dinta ya cika, Muhibba ce ta karaso wajen, kallo daya tai ma Junaid ta dauke kai, Empty Bucket din dake wajen ta kalla tace ""Ke wa yace ki taba min ruwan da na tara?"" Humainah ta tabe baki tace ""Oho, nima haka naga bokitin"" cike da masifa Muhibba tace ""Kar ki gaya min maganar banxa ba ni da ke bane a nan xaki wani ce baki sani ba"" hararanta Junaid yayi ya juya xae bar wajen, Muhibba ta yi ball da ruwan da Humainah ke diba, Humainah ta xaro ido tace ""lalala! Wllh sai na rama"" dawowa Junaid yayi da sauri ya rike ta ganin tayi gun Muhibba, yace ""Ke Babu ruwa a ciki ne?"" Kamar xata yi kuka tace ""Dubi fa abinda ta min ya Ahmad, Hajja ce fa ta aikeni in debo mata ruwa"" yace ""Ke kin taba ganin inda ake fada da mara hankali!"" Humainah tace ""ohh Kuma fa haka ne"" yace ""Gud! Ki tafi ciki ki debi ruwan ki"" tace ""Ko ba Hajja ta sa mai gadi ya kashe engine ruwan ba tun da rana"" yace ""Ehh xan je in kunna yanxu"" tace ""Toh"" juyawa Muhibba tayi fuu ta bar wajen, Humainah ta kyalkyale da dariya, ya harareta ya juya yayi side din Mumy, da sauri tace ""ni fa wasa nake maka ba a neman ka"" juyawa yayi yana kallonta yace ""Na fara wasa da ke ne koh?"" Kwafa yayi ya nufi part dinsa",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4195," Muhibbah na shiga part dinsu ta xube jikin Hajiya dake xaune Palon da Rabi'a ta fashe da kuka tace ""Hajiya kina ganin fitsaran da yarinyar nan da suka xo gidan nan da Hajja ta min, har Ahmad na Goya mata baya yana kirana mara hankali"" Hajiya da bacin rai ya bayyana karara a fuskarta tace ""ki ka barta baki ci ubanta kin nakada mata duka ba?"" Muhibba na share hawaye tace ""Toh ba yana tsaye gun ba"" Sadiya tace ""duk uwarsa ke xuga sa yake rashin mutunci a gidan nan wllh"" mikewa Hajiya tayi kamar xata tashi sama ta fice daga palon tayi part din Junaid, yana xaune rike da remote xae yi powering Tv ta shigo, kallo daya yayi mata ya dauke kai, cikin fada tace ""Ahmad ita Muhibbar kake kira mahaukaciya? Toh in har Muhibba na hauka to Amina ma haukan take, ita ce ma babban mahaukaciyar",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4196,""" Mikewa yayi yana kallonta a nutse yace ""Ina ganin girman ki a matsayin ki na matar mahaifi na, amma kika sake kika taba mahaifiyata girman nan xae xube wllh,"" a fusace tace ""Ya dade bai xube ba girman don uwarsa, da can ganin girman mu kake munafuki, ai mu wllh sai dai mu ce Allah ya isa tsakaninmu da Amina duk ta shanye mana miji sai yanda tayi da shi, kai ma ka taso kana neman xame mana fitina da bala'i a gida to kun yi kadan daga kai har makirar uwar taka",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4197,""" Wani irin kallo Junaid ke mata ya girgixa kai yace ""Gaskiya jahilci cuta ne"" xaro ido tayi ta dafe kirji tace ""Ni kake kira jahila Ahmad?"" Juyawa yayi ya koma ya xauna, ta fashe da kuka ta juya ta fice daga palon",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4198," Ko minti biyar bata yi da fita ba Khadija ta shigo tace ""Ya A",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4199,"jay Abba na kiran ka"" ya kalleta ya dauke kai ta fita, mikewa yayi ya bi bayanta",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4200," Part din Abba ya tafi ya shiga palon da sallama, babu abinda ya daga masa hankali sai ganin Mumy da yayi a palon, ya karasa a sanyaye ya xauna kasa kusa da ita yana kallonta, ganin taki kallonsa yasa ya juya ya kalli Abba yaga yanda ya wani hade rai yana kallonsa, Hajiya na xaune palon sai sharban kuka take, Umma sai wani sauke ajiyar xuciya take tana tabe baki, ko kadan hakan bai damesa ba yafi tunanin fushin Mumy a kan ma na Abban, Abba ya mike cikin tsananin fushi yace ""Ahmad maimaita abinda ka fadi ma Hajiya a palon ka daxu"" ya d'an kalli Abba sannan yayi kasa da kai yayi shiru, Abba ya daka masa tsawa yace ""Ba magana nake maka ba"" nan ma dai bai dago ba bare yace wani abu, Hajiya aka kuma fashewa da kuka mai sauti, Abba yayi murmushin takaici yace ""Wato ita Hajiyar kake kira da jahila ko Ahmad?"" Junaid ya girgixa kai har lokacin bai dago ba yace ""Ni ban kirata da haka ba Abba"" Wani tsawa Abba ya daka masa yace ""you are stupid, sharri tayi maka kenan"" Junaid ya girgixa kai, a fusace Abba yace ""Toh bari kaji abinda baka sani ba, in har xaka iya bude baki ka ce ma Hajiya Jahila, to bbu tantantama warcan da ta haife ka ma xaka iya kiranta da haka, ka sani matsayin uwarka dai dai yake da wa ennan da ka raina a gidan nan, kuma from henceforth a gidan nan sai ka ma uwarka fitsara ka xauna lafiya amma idan ka kuskura kace xaka masu sai ka ga the other side of me wllh, I will deal with you, maxa tashi kaje ka bata hakuri kar in baka mamaki yanxu"" Junaid da yaji kamar an soka masa mashi ya daga kai da kyar yana kallon Mumy, hawaye ya gani idonta, rudewa yayi ya dawo gabanta ya durkusa yace ""Noo plss mum, kar ki xubda hawayen ki saboda ni, don Allah kiyi hakuri ki yafe min"" bude baki Abba yayi yana kallonsa da mamaki, Hajiya da Umma ma sai kallonsu suke cike da tsana, shi kam magiya ya dinga yi ma Mumy yana bata hakuri ba tare da ya kuma bin ta kan Abba ba, mikewa Mumy tayi ta fice daga palon, shi ma ya mike xai fita, Abba yayi masa wani mugun tsawa, juyowa yayi yana kallonsa a hankali yace ""Abba xan je in dawo""    Karfe hudu da rabi Junaid yyi parking a parking area din gidansu, ya dade xaune cikin mota yana danne dannensa a waya har sai da Humainah ta leko daga part din Mumy, ganin haka ya kashe motar ya fito ya kulle, wuce ta yayi ya bude kofa ya shiga, ta bi bayansa tace ""Me kake cikin motar ya Ahmad?"" Yace ""Abinda kika sa ni"" dariya tayi ta bi bayansa, ya xauna Palo yana kallon Mumy a hankali yace ""Sannu da gida Mumy"" tace ""Welcome, kai dadin xaman mota kawae kake"" murmushi yayi ganin Mumy ta huce gaba daya yace ""Na gaji ne Mum"" Humainah ta xauna kasa kusa da shi tace ""Sannu da dawowa ya Ahmad"" banxa yayi mata, fatima dake palon ma tace ""Sannu da dawowa yaya"" yace ""Yauwa"" sannan ya mike yace ""Bari in je in yi wanka Mumy"" Mumy tace ""Ba gaisheka Humainah yi ba"" yace ""Gulma ce fa Mumy, da tana gaishe ni ne"" Mumy ta hararesa yyi murmushi kawae ya nufi kofa, Humainah ma ta bi sa da harara, Yana shiga part dinsa yayi wanka ya dawo Palo yayi kwanciyarsa, yana son xuwa gidan El-Ameen amma bai ma san inda xae ce ma Mumy xai je gashi yana ta kiransa tun a gun aiki ya ki dagawa, ashe akwai ranan da xai ga disadvantage din rashin fitarsa, don da yana fita da Mumy baxa ta dinga querying dinsa ba idan yace xae fita yanxu, mikewa xaune yayi jin an bude kofar parlour, Humainah ta shigo ta tsaya daga bakin kofa tace ""Mumy tace ka xo ka ci abinci"" dauke kai yayi yace ""Naji"" ta karaso cikin parlour'n tace ""ni da ita muka yi girkin, tuwo da vegetable soup"" ya hade rai yace ""Who ask yhu"" dariya tayi tace ""Toh don ma na gaya maka"" ya tabe baki ya mike ya dauki wayarsa ya nufi kofa, mikewa tayi ta bi bayansa da sauri, sai da suka fita yace ""Hajja fa?"" Tace ""Bata nan taje gidan kawarta yau, kasan gobe xa mu koma"" ya kalleta yace ""Wa yace maki tare xa ku koma, bayan Abban ki yace ya ba mu ke"" hade rai tayi tana kallonsa tace ""Wa yace maka haka"" murmushi yayi ya bude kofar parlour'n Mumy ya shiga ta bi bayansa",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4201," Kasa ta xauna tana kallon Mumy tace ""Mumy wae ba da ni Hajja xata tafi ba gobe?"" Mumy tace ""ba tace nan xata bar ki ba"" hawaye ne ya cika idonta tace ""A'a ae ni ban ce xan xauna ba"" Mumy tayi dariya tace ""Toh bari idan ta dawo sae ki gaya mata, Meye abun kuka"" dariya Junaid yayi yace ""Ae sai dai tayi na jini nan xata xauna ita da fatima da khadija"" ta fashe da kuka tana kallon Mumy, Mumy ta hararesa tace ""kaga wuce dinning ka ci abincin ka bana son haka"" mikewa yayi ya nufi dinning yace ""Yi hakuri Mumy"" mikewa Humainah tayi xata fita daga parlour'n Mumy tace ""Ina xa ki"" tana goge fuskarta tace ""Xan je in jira Hajja"" Mumy tayi dariya tace ""Ai yanxu xata dawo, xo kiyi xaman ki a nan ki jirata"" bata tsaya ba tayi ficewarta a palon",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4202," Har aka kira Magrib Junaid na kwance palon Mumy duk ya rasa yanda xae ce mata xai fita, mikewa yayi ya nufi toilet din palon yayi alwala ya fita xuwa masallaci, yana dawowa ya nufi part din Abba sanin ya shiga yanxu, Hajiya ce a parlour'n tana jera masa abincin supper a kasan lallausan rug din tsakar parlour, ya karasa ciki kansa a kasa yace ""Ina yini?"" Hade rai tayi tace ""Ka fita don Allah abinci xai ci ynxu"" tsayawa kallonta yayi, dai dai lkcn da Abba ya fito daga bedroom dinsa, Abba ya karaso cikin palon yana kallonsa, karasawa yayi inda Abba ya xauna, ya xauna daga kasa shi ma, a hankali yace ""sannu da dawowa Abba"" Abba yace ""yauwa sannu, ya aikin?"" Har lokacin bai dago ba yace ""Alhmdllh!"" Abba yace ""Gud! Daxu baka shigo gaishe ni da safe ba"" shafa kansa yayi yace ""Na shigo Umma tace kana bacci"" Abba yace ""Ohk, amma baka karasa bedroom ba"" junaid ya gyada kai kawae, Abba yace ""kafi kowa sanin bana baccin safe ae"" shiru Junaid yayi bai kuma cewa komai ba, kallonsu kawae Hajiya keyi ta gefen ido tana jera abincin da take rai ba dadi don bata so haka ba, Abba ya sauko kasa ya jawo babban food warmer, ya dau plate xai dibi shinkafa, Junaid ya karba yace ""Bari in xuba maka Abba"" sake masa spoon din Abba yayi, ya dibi shinkafar da stew a gefe da cow meats, snn ya xuba masa vegetables a kai kamar yanda ake masa, Abba ya dauki wani spoon din yace ""Bismillah"" sai da Abba ya fara ci sannan Junaid ya debi shinkafar a hankali ya kai bakinsa, Hajiya kamar ta hadiye xuciya ganin ko ta kanta Abba bae bi ba, taunar abincin kawae junaid yake ba don yayi masa ba, banda girkin Mumynsa babu na wanda yake ci, girki in ba nata bane ko kallonsa bai yi, shiyasa a ko da yaushe take bata tym dinta tayi masa girki, a tare suka gama cin abincin da Abbansa, bai yi Mamakin sakkowan Abba da wuri ba don in dai suka hada sa da shi, bai daukan lkci yake kuma jawo sa jiki, kwata kwata baya fushi mai tsayi da only son din nasa, hakan ba karamin daga ma su Hajiya hankali yake ba, sun dai rasa yanda xa su yi da Junaid a gidan, a tare suka tafi masallaci sllhn Isha da Abba, sae da suka dawo ya ba Abbansa hakuri a kan abinda ya faru jiya, Abba yace ""Its Ohk, ka dai kiyaye halshan ka nan gaba"" yace ""In'sha Allah Abba"" sun jima suna hira da Abba sannan yayi masa sai da safe ya mike ya fita ya shiga part din Mumy, tana xaune palo tana kallo, ya xauna gefenta ya dauki remote xae canxa tasha, Mumy ta karbe remote din tace ""ya haka, bari a gama program din mana"" kallon Humainah dake kwance kusa da fatima yayi yace ""Har kin hakura xaki xaunan kenan?"" ta daga kai tana kallonsa bata tanka sa ba ta dauke kai, Mumy tayi dariya tace ""babban kawai"" bude kofa aka yi hade da sallama, Junaid ya kalli agogo jin muryan El-Ameen, ya ga tara da rabi, Mumy tace ""Kai dai baka jin fitan dare koh El-Ameen"" junaid yayi murmushi yace ""Kin manta likita ne Mumy"" El-Ameen ya karaso parlon ya xauna yana murmushi ya gaida Mumy, da fara'a tace ""lfya lau bokon turai ya aiki"" yace ""Alhmdllh Mumy"" Fatima tace ""Welcome bro"" yace ""Thank you sis"" kallon Humainah dake xaune hankalinta na gun kallo yayi sannan ya kalli Junaid, Mumy tace ""baki gaida yayanki ba Humainah"" ba tare da ta kallesa ba tana ci gaba da kallonta tace ""Ina yini"" idonsa na kanta yace ""Lfya lau"" hira suka dinga yi da Mumy, ganin hiran ba me karewa bace Junaid ya mike ya nufi kofa yace ""Ina part dina in ka gama karyan"" dariya Humainah tayi a karo na farko ta kalli El-Ameen da ya hade rai yana kallon Junaid, Mumy ma tayi dariyar tace ""Ae dae ya fi ka wllh tun da har yana daurewa yayi karyar"" Junaid dake bakin kofa ya saka dariya yace ""Surutun fa iyakansa a gida Mumy, mutumin da ko magana bai iya yi ma mace ba a waje sai kame kame,"" El-Ameen yace ""Ehh ae kai naga ka iya d'an rainin hankali"" banda dariya bbu abinda Humainah ke yi Mumy da fatima na taya ta, Junaid ya juya ya fice daga parlorn yana murmushi, mikewa El-Ameen yayi yace ""Bari in je Mumy"" Mumy tace ""Toh fatima xata kawo maku abinci"" toh kawae yace ya fita, Part din Junaid ya nufa ya samesa xaune a parlor ya kunna Tv, El-Ameen yace ""Yau ban gan ka ba, kuma I was calling tun daxu baka responding"" Junaid yace ""I wasn't in a gud mood ne yau"" El-Ameen yace ""Wacece wannan yarinyar dake xaune parlorn Mumy"" Junaid ya kallesa yace ""Ya aka yi"" d'an sosa kai El-Ameen yayi yace ""Umm, tana da kyau ne"" dariya Junaid yayi yace really?"" El-Ameen yace ""What's funny, Allah tana da kyau"" Junaid yace ""Toh bari ta shigo"" ko rufe baki junaid bai yi ba sai ga ta ta shiga palon da sallamarta rike da tray din abinci, El-Ameen ya sunne Kai murya can kasa yace ""Don Allah ka rufa min asiri kar kace komai Junaid, wasa nake"" Junaid ya fashe da dariya yace ""Humainah"" ae da sauri El-Ameen ya mike ya rufe bakinsa da hannu yana xaro ido, junaid ya dinga dariya yana tura hannunsa amma yaki sake sa, tabe baki tayi ta ajiye trayn hannunta tace ""Mumy tace in kawo"" da karfi Junaid ya tura El-Ameen yace ""ke kin yi saurayi likita"" ae ko rufe baki bai yi ba, El-Ameen yayi hanyar daki da sauri ya shige ya rufe kofar, Junaid ya dinga dariya har da rike kai, hade rai tayi tana kallonsa, can tayi tsaki ta juya ta fice daga parlon, kin fitowa parlor El-Ameen yayi har kusan Karfe goma, Junaid ya shiga dakin yace ""Toh wai a haka xan baka kanwar tawa kana kunyar ta!"" El-Ameen dake xaune gefen gado yace ""ta tafi?"" Junaid yace ""Aa tana parlor"" shiru El-Ameen yayi sai kuma ya mike ya cire shirt din jikinsa ya nufi bathroom, junaid ya bi sa da kallo yana dariya, wanka yayi ya fito sanye da bathrobe, ya nufi closet din Junaid ya fiddo pyjamas ya sa sannan ya dawo ya xauna yana kallon Junaid yace ""Amma ba nan xata kwana ba dai koh?"" Junaid ya hararesa yace ""Nan din xata kwana"" El-Ameen ya daga kafada yace ""Ohk ni kam am spending the nyt here today, its late and bana son ta gan ni, I came purposely because of ur patient, they've diagnosed her, that is an mata genetic screening, brain scans, neurological exam i",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4203,"e (checking of vision, hearing, and balance) and other tests, and you knw wat?"" Shiru Junaid yayi yana kallonsa, El-Ameen yace ""They've found out that she is suffering from post-traumatic stress disorder (PTSD), and this is a serious potentially debilitating condition that can occur in people who have experienced or witnessed may be a serious accident, sudden demise of a loved one, violent personal assault such as rape da sauransu, terrorist incident, or other life-threatening events, you know! A lot of them",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
4204,""" Daga haka yayi shiru yana kallon Junaid da ya kafa masa ido ko kiftawa bai yi, junaid ya sauke ajiyar xuciya ya shafa kansa a hankali yace ""But! Is it treatable? I mean can it be cured?"" El-Ameen yayi murmushi ya dafa sa yace ""Of course yes! But it is difficult to predict how, when, or to what degree someone is going to get better, the major treatment for disorders are Medication, Rehabilation, psychotherapy, and brain surgery, but we are only going for Medication and psychotherapy yanxu, by Allah's own grace xa a dace in'sha Allah"" d'an murmushi kawai junaid yayi, El-Ameen ma yayi murmushin yace ""Sai dae kuma kudin da xaka kashe fa ba na wasa bane guy, daina murmushi"" wani murmushin junaid yayi yace ""Wannan ba matsala bane, Allah ya bata Lfya"" El-Ameen ya d'aga kafada yace ""Gud! But kudin treatment din nawa fa?"" Junaid yace ""Thought sai ka gama xaka amshi kudi"" El-Ameen yyi murmushi yace ""Ohk let leave it then""      ? *Captain Ahmad Junaid*?    _By Khaleesat Haiydar_???    15",News2021-01-02 ,GIDANLABARAI.BLOGSPOT
